,iso3,year,army
24,TCD,2014,39850.0
25,TCD,2015,39850.0
26,TCD,2016,39850.0
27,TCD,2017,35000.0
28,TCD,2018,32850.0
29,TCD,2019,45000.0
30,TCD,2020,45000.0
31,TCD,2021,45000.0
0,TEA,1990,5793000.0
1,TEA,1991,5527000.0
2,TEA,1992,5306000.0
3,TEA,1993,5159000.0
4,TEA,1994,4882000.0
5,TEA,1995,6777900.0
6,TEA,1996,6817800.0
7,TEA,1997,6243950.0
8,TEA,1998,6458150.0
9,TEA,1999,6438850.0
10,TEA,2000,6549600.0
11,TEA,2001,6312200.0
12,TEA,2002,6363400.0
13,TEA,2003,6410800.0
14,TEA,2004,5857250.0
15,TEA,2005,6361000.0
16,TEA,2006,6240000.0
17,TEA,2007,5520000.0
18,TEA,2008,5522000.0
19,TEA,2009,5599442.0
20,TEA,2010,5626442.0
21,TEA,2011,5775930.0
22,TEA,2012,5801730.0
23,TEA,2013,5802030.0
24,TEA,2014,5802030.0
25,TEA,2015,5652030.0
26,TEA,2016,5505730.0
27,TEA,2017,5498000.0
28,TEA,2018,5497640.0
29,TEA,2019,5340000.0
30,TEA,2020,5292000.0
31,TEA,2021,5292000.0
0,TEC,1990,4207000.0
1,TEC,1991,4207000.0
2,TEC,1992,4207000.0
3,TEC,1993,3651000.0
4,TEC,1994,3688000.0
5,TEC,1995,4729400.0
6,TEC,1996,4549800.0
7,TEC,1997,4740030.0
8,TEC,1998,4616280.0
9,TEC,1999,4363460.0
10,TEC,2000,4194500.0
11,TEC,2001,3918900.0
12,TEC,2002,3764300.0
13,TEC,2003,3659100.0
14,TEC,2004,3536500.0
15,TEC,2005,3556500.0
16,TEC,2006,3331500.0
17,TEC,2007,3352500.0
18,TEC,2008,3354500.0
19,TEC,2009,3344997.0
20,TEC,2010,3281967.0
21,TEC,2011,3136324.0
22,TEC,2012,3182430.0
23,TEC,2013,2978830.0
24,TEC,2014,3102830.0
25,TEC,2015,3256100.0
26,TEC,2016,3250650.0
27,TEC,2017,3247000.0
28,TEC,2018,3257750.0
29,TEC,2019,3263000.0
30,TEC,2020,3270000.0
31,TEC,2021,3270000.0
0,TGO,1990,8000.0
1,TGO,1991,8000.0
2,TGO,1992,8000.0
3,TGO,1993,8000.0
4,TGO,1994,8000.0
5,TGO,1995,7800.0
6,TGO,1996,7800.0
7,TGO,1997,7750.0
8,TGO,1998,7750.0
9,TGO,1999,7750.0
10,TGO,2000,7800.0
11,TGO,2001,10300.0
12,TGO,2002,10300.0
13,TGO,2003,9300.0
14,TGO,2004,8750.0
15,TGO,2005,9750.0
16,TGO,2006,9750.0
17,TGO,2007,9750.0
18,TGO,2008,9750.0
19,TGO,2009,9300.0
20,TGO,2010,9300.0
21,TGO,2011,9300.0
22,TGO,2012,9300.0
23,TGO,2013,9300.0
24,TGO,2014,9300.0
25,TGO,2015,9300.0
26,TGO,2016,9300.0
27,TGO,2017,10000.0
28,TGO,2018,9550.0
29,TGO,2019,10000.0
30,TGO,2020,10000.0
31,TGO,2021,10000.0
0,THA,1990,283000.0
1,THA,1991,283000.0
2,THA,1992,283000.0
3,THA,1993,295000.0
4,THA,1994,290000.0
5,THA,1995,420500.0
6,THA,1996,393500.0
7,THA,1997,337000.0
8,THA,1998,377000.0
9,THA,1999,377000.0
10,THA,2000,416600.0
11,THA,2001,410000.0
12,THA,2002,419000.0
13,THA,2003,427200.0
14,THA,2004,419000.0
15,THA,2005,421000.0
16,THA,2006,420000.0
17,THA,2007,420000.0
18,THA,2008,421000.0
19,THA,2009,419560.0
20,THA,2010,419560.0
21,THA,2011,474550.0
22,THA,2012,453550.0
23,THA,2013,453550.0
24,THA,2014,453550.0
25,THA,2015,454550.0
26,THA,2016,454550.0
27,THA,2017,455000.0
28,THA,2018,454850.0
29,THA,2019,455000.0
30,THA,2020,455000.0
31,THA,2021,455000.0
0,TJK,1990,3000.0
1,TJK,1991,3000.0
2,TJK,1992,3000.0
3,TJK,1993,3000.0
4,TJK,1994,3000.0
5,TJK,1995,18000.0
6,TJK,1996,23500.0
7,TJK,1997,10200.0
8,TJK,1998,10200.0
9,TJK,1999,10200.0
10,TJK,2000,7200.0
11,TJK,2001,7200.0
12,TJK,2002,7200.0
13,TJK,2003,7200.0
14,TJK,2004,12000.0
15,TJK,2005,13000.0
16,TJK,2006,17000.0
17,TJK,2007,17000.0
18,TJK,2008,17000.0
19,TJK,2009,16300.0
20,TJK,2010,16300.0
21,TJK,2011,16300.0
22,TJK,2012,16300.0
23,TJK,2013,16300.0
24,TJK,2014,16300.0
25,TJK,2015,16300.0
26,TJK,2016,16300.0
27,TJK,2017,17000.0
28,TJK,2018,16800.0
29,TJK,2019,17000.0
30,TJK,2020,17000.0
31,TJK,2021,17000.0
0,TKM,1990,28000.0
1,TKM,1991,28000.0
2,TKM,1992,28000.0
3,TKM,1993,28000.0
4,TKM,1994,15000.0
5,TKM,1995,11000.0
6,TKM,1996,18000.0
7,TKM,1997,18000.0
8,TKM,1998,19000.0
9,TKM,1999,19000.0
10,TKM,2000,14500.0
11,TKM,2001,17500.0
12,TKM,2002,17500.0
13,TKM,2003,29000.0
14,TKM,2004,26000.0
15,TKM,2005,26000.0
16,TKM,2006,22000.0
17,TKM,2007,22000.0
18,TKM,2008,22000.0
19,TKM,2009,22000.0
20,TKM,2010,22000.0
21,TKM,2011,22000.0
22,TKM,2012,22000.0
23,TKM,2013,22000.0
24,TKM,2014,36500.0
25,TKM,2015,36500.0
26,TKM,2016,41500.0
27,TKM,2017,42000.0
28,TKM,2018,41500.0
29,TKM,2019,42000.0
30,TKM,2020,57000.0
31,TKM,2021,57000.0
0,TLA,1990,1290000.0
1,TLA,1991,1266000.0
2,TLA,1992,1268000.0
3,TLA,1993,1268000.0
4,TLA,1994,1247000.0
5,TLA,1995,1987800.0
6,TLA,1996,2013420.0
7,TLA,1997,2045230.0
8,TLA,1998,2019950.0
9,TLA,1999,1982570.0
10,TLA,2000,2006700.0
11,TLA,2001,2035100.0
12,TLA,2002,2039000.0
13,TLA,2003,2062700.0
14,TLA,2004,1990360.0
15,TLA,2005,1999360.0
16,TLA,2006,2207970.0
17,TLA,2007,2336470.0
18,TLA,2008,2321300.0
19,TLA,2009,2367806.0
20,TLA,2010,2367806.0
21,TLA,2011,2370637.0
22,TLA,2012,2394004.0
23,TLA,2013,2407183.0
24,TLA,2014,2544540.0
25,TLA,2015,2580190.0
26,TLA,2016,2605220.0
27,TLA,2017,2678000.0
28,TLA,2018,2726290.0
29,TLA,2019,2709000.0
30,TLA,2020,2661000.0
31,TLA,2021,2661000.0
0,TLS,1990,1000.0
1,TLS,1991,1000.0
2,TLS,1992,1000.0
3,TLS,1993,1000.0
4,TLS,1994,1000.0
5,TLS,1995,1000.0
6,TLS,1996,1000.0
7,TLS,1997,1000.0
8,TLS,1998,1000.0
9,TLS,1999,1000.0
10,TLS,2000,1000.0
11,TLS,2001,1000.0
12,TLS,2002,1000.0
13,TLS,2003,1000.0
14,TLS,2004,1000.0
15,TLS,2005,1000.0
16,TLS,2006,1000.0
17,TLS,2007,1000.0
18,TLS,2008,1000.0
19,TLS,2009,1332.0
20,TLS,2010,1332.0
21,TLS,2011,1330.0
22,TLS,2012,1330.0
23,TLS,2013,1330.0
24,TLS,2014,1330.0
25,TLS,2015,1330.0
26,TLS,2016,1330.0
27,TLS,2017,2000.0
28,TLS,2018,2200.0
29,TLS,2019,2000.0
30,TLS,2020,2000.0
31,TLS,2021,2000.0
0,TMN,1990,3381000.0
1,TMN,1991,2490000.0
2,TMN,1992,2417000.0
3,TMN,1993,2417000.0
4,TMN,1994,2366000.0
5,TMN,1995,3124200.0
6,TMN,1996,3341600.0
7,TMN,1997,3406450.0
8,TMN,1998,3377050.0
9,TMN,1999,3386400.0
10,TMN,2000,3378900.0
11,TMN,2001,3223800.0
12,TMN,2002,3223500.0
13,TMN,2003,3242100.0
14,TMN,2004,2885000.0
15,TMN,2005,3067000.0
16,TMN,2006,3376000.0
17,TMN,2007,3233000.0
18,TMN,2008,3449000.0
19,TMN,2009,3535145.0
20,TMN,2010,3555150.0
21,TMN,2011,3331050.0
22,TMN,2012,3343050.0
23,TMN,2013,2718250.0
24,TMN,2014,2727250.0
25,TMN,2015,2724250.0
26,TMN,2016,2754400.0
27,TMN,2017,2707000.0
28,TMN,2018,2904550.0
29,TMN,2019,2956000.0
30,TMN,2020,3083000.0
31,TMN,2021,3083000.0
0,TON,1990,
1,TON,1991,
2,TON,1992,
3,TON,1993,
4,TON,1994,
5,TON,1995,
6,TON,1996,
7,TON,1997,
8,TON,1998,
9,TON,1999,
10,TON,2000,
11,TON,2001,
12,TON,2002,
13,TON,2003,
14,TON,2004,
15,TON,2005,
16,TON,2006,
17,TON,2007,
18,TON,2008,
19,TON,2009,
20,TON,2010,
21,TON,2011,
22,TON,2012,
23,TON,2013,
24,TON,2014,
25,TON,2015,
26,TON,2016,
27,TON,2017,
28,TON,2018,
29,TON,2019,
30,TON,2020,
31,TON,2021,
0,TSA,1990,2028000.0
1,TSA,1991,2132000.0
2,TSA,1992,2152000.0
3,TSA,1993,2152000.0
4,TSA,1994,2158000.0
5,TSA,1995,3851500.0
6,TSA,1996,3955400.0
7,TSA,1997,3985900.0
8,TSA,1998,3996900.0
9,TSA,1999,4009500.0
10,TSA,2000,4113600.0
11,TSA,2001,3756500.0
12,TSA,2002,3954400.0
13,TSA,2003,3986300.0
14,TSA,2004,4186000.0
15,TSA,2005,4578000.0
16,TSA,2006,4121000.0
17,TSA,2007,4113000.0
18,TSA,2008,4162000.0
19,TSA,2009,4404137.0
20,TSA,2010,4480192.0
21,TSA,2011,4535300.0
22,TSA,2012,4616450.0
23,TSA,2013,4629950.0
24,TSA,2014,4586100.0
25,TSA,2015,4698750.0
26,TSA,2016,4924600.0
27,TSA,2017,4940000.0
28,TSA,2018,4899850.0
29,TSA,2019,4922000.0
30,TSA,2020,4832000.0
31,TSA,2021,4832000.0
0,TSS,1990,1256000.0
1,TSS,1991,1148000.0
2,TSS,1992,1083000.0
3,TSS,1993,1121000.0
4,TSS,1994,1062000.0
5,TSS,1995,1698300.0
6,TSS,1996,1659600.0
7,TSS,1997,1623660.0
8,TSS,1998,1641450.0
9,TSS,1999,1704800.0
10,TSS,2000,1725200.0
11,TSS,2001,1642800.0
12,TSS,2002,1609550.0
13,TSS,2003,1544100.0
14,TSS,2004,1500450.0
15,TSS,2005,1534250.0
16,TSS,2006,1526450.0
17,TSS,2007,1526450.0
18,TSS,2008,1531450.0
19,TSS,2009,1555811.0
20,TSS,2010,1677181.0
21,TSS,2011,1858822.0
22,TSS,2012,1860810.0
23,TSS,2013,1845910.0
24,TSS,2014,1887010.0
25,TSS,2015,1916310.0
26,TSS,2016,1796540.0
27,TSS,2017,1790000.0
28,TSS,2018,1843470.0
29,TSS,2019,1951000.0
30,TSS,2020,1732000.0
31,TSS,2021,1732000.0
0,TTO,1990,2000.0
1,TTO,1991,2000.0
2,TTO,1992,2000.0
3,TTO,1993,2000.0
4,TTO,1994,2000.0
5,TTO,1995,6900.0
6,TTO,1996,6900.0
7,TTO,1997,6900.0
8,TTO,1998,7400.0
9,TTO,1999,7500.0
10,TTO,2000,7500.0
11,TTO,2001,2700.0
12,TTO,2002,2700.0
13,TTO,2003,2700.0
14,TTO,2004,2000.0
15,TTO,2005,3000.0
16,TTO,2006,3000.0
17,TTO,2007,4000.0
18,TTO,2008,4000.0
19,TTO,2009,4063.0
20,TTO,2010,4063.0
21,TTO,2011,4050.0
22,TTO,2012,4050.0
23,TTO,2013,4050.0
24,TTO,2014,4050.0
25,TTO,2015,4050.0
26,TTO,2016,4050.0
27,TTO,2017,4000.0
28,TTO,2018,4050.0
29,TTO,2019,5000.0
30,TTO,2020,5000.0
31,TTO,2021,5000.0
0,TUN,1990,35000.0
1,TUN,1991,35000.0
2,TUN,1992,35000.0
3,TUN,1993,35000.0
4,TUN,1994,35000.0
5,TUN,1995,58500.0
6,TUN,1996,58000.0
7,TUN,1997,47000.0
8,TUN,1998,47000.0
9,TUN,1999,47000.0
10,TUN,2000,47000.0
11,TUN,2001,47000.0
12,TUN,2002,47000.0
13,TUN,2003,47000.0
14,TUN,2004,47000.0
15,TUN,2005,47000.0
16,TUN,2006,48000.0
17,TUN,2007,48000.0
18,TUN,2008,48000.0
19,TUN,2009,47800.0
20,TUN,2010,47800.0
21,TUN,2011,47800.0
22,TUN,2012,47800.0
23,TUN,2013,47800.0
24,TUN,2014,47800.0
25,TUN,2015,47800.0
26,TUN,2016,47800.0
27,TUN,2017,48000.0
28,TUN,2018,47800.0
29,TUN,2019,48000.0
30,TUN,2020,48000.0
31,TUN,2021,48000.0
0,TUR,1990,769000.0
1,TUR,1991,804000.0
2,TUR,1992,704000.0
3,TUR,1993,686000.0
4,TUR,1994,811000.0
5,TUR,1995,690000.0
6,TUR,1996,707200.0
7,TUR,1997,821200.0
8,TUR,1998,821200.0
9,TUR,1999,841200.0
10,TUR,2000,827700.0
11,TUR,2001,665100.0
12,TUR,2002,664800.0
13,TUR,2003,664800.0
14,TUR,2004,616000.0
15,TUR,2005,617000.0
16,TUR,2006,612000.0
17,TUR,2007,612000.0
18,TUR,2008,613000.0
19,TUR,2009,612800.0
20,TUR,2010,612800.0
21,TUR,2011,612800.0
22,TUR,2012,612800.0
23,TUR,2013,612800.0
24,TUR,2014,612800.0
25,TUR,2015,512000.0
26,TUR,2016,512000.0
27,TUR,2017,512000.0
28,TUR,2018,512200.0
29,TUR,2019,512000.0
30,TUR,2020,512000.0
31,TUR,2021,512000.0
0,TUV,1990,
1,TUV,1991,
2,TUV,1992,
3,TUV,1993,
4,TUV,1994,
5,TUV,1995,
6,TUV,1996,
7,TUV,1997,
8,TUV,1998,
9,TUV,1999,
10,TUV,2000,
11,TUV,2001,
12,TUV,2002,
13,TUV,2003,
14,TUV,2004,
15,TUV,2005,
16,TUV,2006,
17,TUV,2007,
18,TUV,2008,
19,TUV,2009,
20,TUV,2010,
21,TUV,2011,
22,TUV,2012,
23,TUV,2013,
24,TUV,2014,
25,TUV,2015,
26,TUV,2016,
27,TUV,2017,
28,TUV,2018,
29,TUV,2019,
30,TUV,2020,
31,TUV,2021,
0,TZA,1990,40000.0
1,TZA,1991,40000.0
2,TZA,1992,46000.0
3,TZA,1993,46000.0
4,TZA,1994,50000.0
5,TZA,1995,36000.0
6,TZA,1996,36000.0
7,TZA,1997,36000.0
8,TZA,1998,35400.0
9,TZA,1999,35400.0
10,TZA,2000,35400.0
11,TZA,2001,28400.0
12,TZA,2002,28400.0
13,TZA,2003,28400.0
14,TZA,2004,28000.0
15,TZA,2005,28000.0
16,TZA,2006,28000.0
17,TZA,2007,28000.0
18,TZA,2008,28000.0
19,TZA,2009,28400.0
20,TZA,2010,28400.0
21,TZA,2011,28400.0
22,TZA,2012,28400.0
23,TZA,2013,28400.0
24,TZA,2014,28400.0
25,TZA,2015,28400.0
26,TZA,2016,28400.0
27,TZA,2017,28000.0
28,TZA,2018,28000.0
29,TZA,2019,28000.0
30,TZA,2020,28000.0
31,TZA,2021,28000.0
0,UGA,1990,60000.0
1,UGA,1991,60000.0
2,UGA,1992,70000.0
3,UGA,1993,70000.0
4,UGA,1994,60000.0
5,UGA,1995,51500.0
6,UGA,1996,51500.0
7,UGA,1997,46500.0
8,UGA,1998,41500.0
9,UGA,1999,41500.0
10,UGA,2000,50600.0
11,UGA,2001,56800.0
12,UGA,2002,56800.0
13,UGA,2003,61800.0
14,UGA,2004,55000.0
15,UGA,2005,47000.0
16,UGA,2006,47000.0
17,UGA,2007,47000.0
18,UGA,2008,47000.0
19,UGA,2009,46800.0
20,UGA,2010,46800.0
21,UGA,2011,46800.0
22,UGA,2012,46800.0
23,UGA,2013,46800.0
24,UGA,2014,46800.0
25,UGA,2015,46400.0
26,UGA,2016,46400.0
27,UGA,2017,46000.0
28,UGA,2018,46000.0
29,UGA,2019,46000.0
30,UGA,2020,46000.0
31,UGA,2021,46000.0
0,UKR,1990,430000.0
1,UKR,1991,430000.0
2,UKR,1992,430000.0
3,UKR,1993,380000.0
4,UKR,1994,350000.0
5,UKR,1995,518500.0
6,UKR,1996,466800.0
7,UKR,1997,453400.0
8,UKR,1998,449400.0
9,UKR,1999,428000.0
10,UKR,2000,420400.0
11,UKR,2001,419800.0
12,UKR,2002,414800.0
13,UKR,2003,403000.0
14,UKR,2004,271000.0
15,UKR,2005,273000.0
16,UKR,2006,215000.0
17,UKR,2007,215000.0
18,UKR,2008,215000.0
19,UKR,2009,214825.0
20,UKR,2010,214825.0
21,UKR,2011,214850.0
22,UKR,2012,214850.0
23,UKR,2013,121500.0
24,UKR,2014,204000.0
25,UKR,2015,256000.0
26,UKR,2016,292000.0
27,UKR,2017,297000.0
28,UKR,2018,297000.0
29,UKR,2019,311000.0
30,UKR,2020,298000.0
31,UKR,2021,298000.0
0,UMC,1990,8148000.0
1,UMC,1991,6921000.0
2,UMC,1992,8791000.0
3,UMC,1993,8146000.0
4,UMC,1994,8110000.0
5,UMC,1995,11091000.0
6,UMC,1996,11051100.0
7,UMC,1997,10610720.0
8,UMC,1998,10748780.0
9,UMC,1999,10373610.0
10,UMC,2000,10393900.0
11,UMC,2001,10142500.0
12,UMC,2002,9983600.0
13,UMC,2003,9937400.0
14,UMC,2004,9760770.0
15,UMC,2005,9869770.0
16,UMC,2006,10209900.0
17,UMC,2007,9345900.0
18,UMC,2008,9548900.0
19,UMC,2009,9764818.0
20,UMC,2010,9766638.0
21,UMC,2011,9800533.0
22,UMC,2012,9833574.0
23,UMC,2013,9070683.0
24,UMC,2014,9136690.0
25,UMC,2015,9113910.0
26,UMC,2016,8920540.0
27,UMC,2017,8928000.0
28,UMC,2018,9115630.0
29,UMC,2019,8941000.0
30,UMC,2020,9034000.0
31,UMC,2021,9034000.0
0,URY,1990,25000.0
1,URY,1991,25000.0
2,URY,1992,25000.0
3,URY,1993,25000.0
4,URY,1994,25000.0
5,URY,1995,26500.0
6,URY,1996,26520.0
7,URY,1997,26050.0
8,URY,1998,26520.0
9,URY,1999,26520.0
10,URY,2000,24600.0
11,URY,2001,24800.0
12,URY,2002,24800.0
13,URY,2003,24900.0
14,URY,2004,24920.0
15,URY,2005,24920.0
16,URY,2006,25900.0
17,URY,2007,25900.0
18,URY,2008,25900.0
19,URY,2009,25439.0
20,URY,2010,25439.0
21,URY,2011,25450.0
22,URY,2012,25450.0
23,URY,2013,25450.0
24,URY,2014,25450.0
25,URY,2015,25450.0
26,URY,2016,25450.0
27,URY,2017,22000.0
28,URY,2018,22100.0
29,URY,2019,22000.0
30,URY,2020,22000.0
31,URY,2021,22000.0
0,USA,1990,2180000.0
1,USA,1991,2120000.0
2,USA,1992,1920000.0
3,USA,1993,1820000.0
4,USA,1994,1720000.0
5,USA,1995,1635600.0
6,USA,1996,1572100.0
7,USA,1997,1533300.0
8,USA,1998,1594000.0
9,USA,1999,1575000.0
10,USA,2000,1454800.0
11,USA,2001,1420700.0
12,USA,2002,1467000.0
13,USA,2003,1480000.0
14,USA,2004,1473000.0
15,USA,2005,1546000.0
16,USA,2006,1498000.0
17,USA,2007,1555000.0
18,USA,2008,1540000.0
19,USA,2009,1563996.0
20,USA,2010,1569417.0
21,USA,2011,1520100.0
22,USA,2012,1492200.0
23,USA,2013,1433150.0
24,USA,2014,1381250.0
25,USA,2015,1347300.0
26,USA,2016,1348400.0
27,USA,2017,1359000.0
28,USA,2018,1379800.0
29,USA,2019,1388000.0
30,USA,2020,1395000.0
31,USA,2021,1395000.0
0,UZB,1990,40000.0
1,UZB,1991,40000.0
2,UZB,1992,40000.0
3,UZB,1993,41000.0
4,UZB,1994,20000.0
5,UZB,1995,41700.0
6,UZB,1996,46000.0
7,UZB,1997,86000.0
8,UZB,1998,100000.0
9,UZB,1999,94000.0
10,UZB,2000,79100.0
11,UZB,2001,72000.0
12,UZB,2002,72000.0
13,UZB,2003,72000.0
14,UZB,2004,75000.0
15,UZB,2005,91000.0
16,UZB,2006,87000.0
17,UZB,2007,87000.0
18,UZB,2008,87000.0
19,UZB,2009,87000.0
20,UZB,2010,87000.0
21,UZB,2011,68000.0
22,UZB,2012,68000.0
23,UZB,2013,68000.0
24,UZB,2014,68000.0
25,UZB,2015,68000.0
26,UZB,2016,68000.0
27,UZB,2017,68000.0
28,UZB,2018,68000.0
29,UZB,2019,68000.0
30,UZB,2020,68000.0
31,UZB,2021,68000.0
0,VCT,1990,
1,VCT,1991,
2,VCT,1992,
3,VCT,1993,
4,VCT,1994,
5,VCT,1995,
6,VCT,1996,
7,VCT,1997,
8,VCT,1998,
9,VCT,1999,
10,VCT,2000,
11,VCT,2001,
12,VCT,2002,
13,VCT,2003,
14,VCT,2004,
15,VCT,2005,
16,VCT,2006,
17,VCT,2007,
18,VCT,2008,
19,VCT,2009,
20,VCT,2010,
21,VCT,2011,
22,VCT,2012,
23,VCT,2013,
24,VCT,2014,
25,VCT,2015,
26,VCT,2016,
27,VCT,2017,
28,VCT,2018,
29,VCT,2019,
30,VCT,2020,
31,VCT,2021,
0,VEN,1990,75000.0
1,VEN,1991,73000.0
2,VEN,1992,75000.0
3,VEN,1993,75000.0
4,VEN,1994,75000.0
5,VEN,1995,80000.0
6,VEN,1996,79000.0
7,VEN,1997,79000.0
8,VEN,1998,79000.0
9,VEN,1999,79000.0
10,VEN,2000,79000.0
11,VEN,2001,105300.0
12,VEN,2002,105300.0
13,VEN,2003,105300.0
14,VEN,2004,82000.0
15,VEN,2005,82000.0
16,VEN,2006,115000.0
17,VEN,2007,115000.0
18,VEN,2008,115000.0
19,VEN,2009,115000.0
20,VEN,2010,115000.0
21,VEN,2011,115000.0
22,VEN,2012,115000.0
23,VEN,2013,115000.0
24,VEN,2014,265000.0
25,VEN,2015,265000.0
26,VEN,2016,273000.0
27,VEN,2017,343000.0
28,VEN,2018,343000.0
29,VEN,2019,343000.0
30,VEN,2020,343000.0
31,VEN,2021,343000.0
0,VGB,1990,
1,VGB,1991,
2,VGB,1992,
3,VGB,1993,
4,VGB,1994,
5,VGB,1995,
6,VGB,1996,
7,VGB,1997,
8,VGB,1998,
9,VGB,1999,
10,VGB,2000,
11,VGB,2001,
12,VGB,2002,
13,VGB,2003,
14,VGB,2004,
15,VGB,2005,
16,VGB,2006,
17,VGB,2007,
18,VGB,2008,
19,VGB,2009,
20,VGB,2010,
21,VGB,2011,
22,VGB,2012,
23,VGB,2013,
24,VGB,2014,
25,VGB,2015,
26,VGB,2016,
27,VGB,2017,
28,VGB,2018,
29,VGB,2019,
30,VGB,2020,
31,VGB,2021,
0,VIR,1990,
1,VIR,1991,
2,VIR,1992,
3,VIR,1993,
4,VIR,1994,
5,VIR,1995,
6,VIR,1996,
7,VIR,1997,
8,VIR,1998,
9,VIR,1999,
10,VIR,2000,
11,VIR,2001,
12,VIR,2002,
13,VIR,2003,
14,VIR,2004,
15,VIR,2005,
16,VIR,2006,
17,VIR,2007,
18,VIR,2008,
19,VIR,2009,
20,VIR,2010,
21,VIR,2011,
22,VIR,2012,
23,VIR,2013,
24,VIR,2014,
25,VIR,2015,
26,VIR,2016,
27,VIR,2017,
28,VIR,2018,
29,VIR,2019,
30,VIR,2020,
31,VIR,2021,
0,VNM,1990,1050000.0
1,VNM,1991,1040000.0
2,VNM,1992,857000.0
3,VNM,1993,857000.0
4,VNM,1994,700000.0
5,VNM,1995,622000.0
6,VNM,1996,622000.0
7,VNM,1997,557000.0
8,VNM,1998,524000.0
9,VNM,1999,524000.0
10,VNM,2000,524000.0
11,VNM,2001,524000.0
12,VNM,2002,524000.0
13,VNM,2003,524000.0
14,VNM,2004,495000.0
15,VNM,2005,495000.0
16,VNM,2006,495000.0
17,VNM,2007,495000.0
18,VNM,2008,495000.0
19,VNM,2009,495000.0
20,VNM,2010,522000.0
21,VNM,2011,522000.0
22,VNM,2012,522000.0
23,VNM,2013,522000.0
24,VNM,2014,522000.0
25,VNM,2015,522000.0
26,VNM,2016,522000.0
27,VNM,2017,522000.0
28,VNM,2018,522000.0
29,VNM,2019,522000.0
30,VNM,2020,522000.0
31,VNM,2021,522000.0
0,VUT,1990,
1,VUT,1991,
2,VUT,1992,
3,VUT,1993,
4,VUT,1994,
5,VUT,1995,
6,VUT,1996,
7,VUT,1997,
8,VUT,1998,
9,VUT,1999,
10,VUT,2000,
11,VUT,2001,
12,VUT,2002,
13,VUT,2003,
14,VUT,2004,
15,VUT,2005,
16,VUT,2006,
17,VUT,2007,
18,VUT,2008,
19,VUT,2009,
20,VUT,2010,
21,VUT,2011,
22,VUT,2012,
23,VUT,2013,
24,VUT,2014,
25,VUT,2015,
26,VUT,2016,
27,VUT,2017,
28,VUT,2018,
29,VUT,2019,
30,VUT,2020,
31,VUT,2021,
0,WLD,1990,23918000.0
1,WLD,1991,22726000.0
2,WLD,1992,24533000.0
3,WLD,1993,23741000.0
4,WLD,1994,23195000.0
5,WLD,1995,30182200.0
6,WLD,1996,30196640.0
7,WLD,1997,29863220.0
8,WLD,1998,29926660.0
9,WLD,1999,29584140.0
10,WLD,2000,29353100.0
11,WLD,2001,28211700.0
12,WLD,2002,28306950.0
13,WLD,2003,28161400.0
14,WLD,2004,27081142.0
15,WLD,2005,28539442.0
16,WLD,2006,27029682.0
17,WLD,2007,27253882.0
18,WLD,2008,27493342.0
19,WLD,2009,27924096.0
20,WLD,2010,28133971.0
21,WLD,2011,28020079.0
22,WLD,2012,28154374.0
23,WLD,2013,27206623.0
24,WLD,2014,27309630.0
25,WLD,2015,27437280.0
26,WLD,2016,27542350.0
27,WLD,2017,27414000.0
28,WLD,2018,27645315.0
29,WLD,2019,27671000.0
30,WLD,2020,27406000.0
31,WLD,2021,27406000.0
0,WSM,1990,
1,WSM,1991,
2,WSM,1992,
3,WSM,1993,
4,WSM,1994,
5,WSM,1995,
6,WSM,1996,
7,WSM,1997,
8,WSM,1998,
9,WSM,1999,
10,WSM,2000,
11,WSM,2001,
12,WSM,2002,
13,WSM,2003,
14,WSM,2004,
15,WSM,2005,
16,WSM,2006,
17,WSM,2007,
18,WSM,2008,
19,WSM,2009,
20,WSM,2010,
21,WSM,2011,
22,WSM,2012,
23,WSM,2013,
24,WSM,2014,
25,WSM,2015,
26,WSM,2016,
27,WSM,2017,
28,WSM,2018,
29,WSM,2019,
30,WSM,2020,
31,WSM,2021,
0,XKX,1990,
1,XKX,1991,
2,XKX,1992,
3,XKX,1993,
4,XKX,1994,
5,XKX,1995,
6,XKX,1996,
7,XKX,1997,
8,XKX,1998,
9,XKX,1999,
10,XKX,2000,
11,XKX,2001,
12,XKX,2002,
13,XKX,2003,
14,XKX,2004,
15,XKX,2005,
16,XKX,2006,
17,XKX,2007,
18,XKX,2008,
19,XKX,2009,
20,XKX,2010,
21,XKX,2011,
22,XKX,2012,
23,XKX,2013,
24,XKX,2014,
25,XKX,2015,
26,XKX,2016,
27,XKX,2017,
28,XKX,2018,
29,XKX,2019,
30,XKX,2020,
31,XKX,2021,
0,YEM,1990,127000.0
1,YEM,1991,127000.0
2,YEM,1992,64000.0
3,YEM,1993,64000.0
4,YEM,1994,69000.0
5,YEM,1995,69500.0
6,YEM,1996,112000.0
7,YEM,1997,146300.0
8,YEM,1998,136300.0
9,YEM,1999,136300.0
10,YEM,2000,136300.0
11,YEM,2001,124000.0
12,YEM,2002,136500.0
13,YEM,2003,136700.0
14,YEM,2004,136000.0
15,YEM,2005,138000.0
16,YEM,2006,138000.0
17,YEM,2007,138000.0
18,YEM,2008,138000.0
19,YEM,2009,137900.0
20,YEM,2010,137900.0
21,YEM,2011,137900.0
22,YEM,2012,137900.0
23,YEM,2013,137900.0
24,YEM,2014,20000.0
25,YEM,2015,20000.0
26,YEM,2016,20000.0
27,YEM,2017,40000.0
