,iso3,year,gdppc,population
5029,ECU,1952,3202.0,3549
5030,ECU,1953,3185.0,3643
5031,ECU,1954,3352.0,3740
5032,ECU,1955,3349.0,3842
5033,ECU,1956,3381.0,3949
5034,ECU,1957,3437.0,4058
5035,ECU,1958,3441.0,4172
5036,ECU,1959,3524.0,4291
5037,ECU,1960,3649.0,4416
5038,ECU,1961,3633.0,4546
5039,ECU,1962,3716.0,4682
5040,ECU,1963,3698.0,4822
5041,ECU,1964,3843.0,4968
5042,ECU,1965,4090.0,5118
5043,ECU,1966,4074.0,5273
5044,ECU,1967,4163.0,5432
5045,ECU,1968,4264.0,5597
5046,ECU,1969,4366.0,5766
5047,ECU,1970,4535.0,5939
5048,ECU,1971,4658.0,6117
5049,ECU,1972,4801.0,6299
5050,ECU,1973,5244.0,6485
5051,ECU,1974,5392.0,6676
5052,ECU,1975,5514.0,6872
5053,ECU,1976,5877.0,7073
5054,ECU,1977,6073.0,7279
5055,ECU,1978,6314.0,7489
5056,ECU,1979,6472.0,7704
5057,ECU,1980,6582.0,7920
5058,ECU,1981,6664.0,8141
5059,ECU,1982,6558.0,8366
5060,ECU,1983,6252.0,8593
5061,ECU,1984,6336.0,8826
5062,ECU,1985,6433.0,9062
5063,ECU,1986,6452.0,9301
5064,ECU,1987,5893.0,9545
5065,ECU,1988,6357.0,9794
5066,ECU,1989,6207.0,10048
5067,ECU,1990,6221.0,10318
5068,ECU,1991,6513.0,10430
5069,ECU,1992,6715.0,10554
5070,ECU,1993,6770.0,10754
5071,ECU,1994,6940.0,11013
5072,ECU,1995,6985.0,11266
5073,ECU,1996,6994.0,11526
5074,ECU,1997,7181.0,11792
5075,ECU,1998,7307.0,12051
5076,ECU,1999,6885.0,12268
5077,ECU,2000,6908.0,12446
5078,ECU,2001,7131.0,12629
5079,ECU,2002,7360.0,12827
5080,ECU,2003,7469.0,13074
5081,ECU,2004,7959.0,13368
5082,ECU,2005,8257.0,13662
5083,ECU,2006,8522.0,13917
5084,ECU,2007,8634.0,14135
5085,ECU,2008,9104.0,14354
5086,ECU,2009,9081.0,14573
5087,ECU,2010,9327.0,14791
5088,ECU,2011,9985.0,15007
5089,ECU,2012,10398.0,15224
5090,ECU,2013,10760.0,15439
5091,ECU,2014,11036.0,15654
5092,ECU,2015,10905.0,15868
5093,ECU,2016,10527.0,16081
5094,ECU,2017,10637.0,16291
5095,ECU,2018,10639.0,16499
5096,EGY,1,1116.0,4500
5097,EGY,730,1164.0,0
5098,EGY,1000,956.0,5000
5099,EGY,1120,1052.0,0
5100,EGY,1280,1068.0,0
5101,EGY,1300,972.0,0
5102,EGY,1400,1164.0,0
5103,EGY,1500,1084.0,4000
5104,EGY,1600,,5000
5105,EGY,1700,,4500
5106,EGY,1820,956.0,4194
5107,EGY,1870,1195.0,7049
5108,EGY,1913,1674.0,12144
5109,EGY,1950,1451.0,21198
5110,EGY,1951,1443.0,21704
5111,EGY,1952,1435.0,22223
5112,EGY,1953,1425.0,22755
5113,EGY,1954,1417.0,23299
5114,EGY,1955,1411.0,23856
5115,EGY,1956,1443.0,24426
5116,EGY,1957,1474.0,25010
5117,EGY,1958,1510.0,25608
5118,EGY,1959,1545.0,26220
5119,EGY,1960,1580.0,26847
5120,EGY,1961,1643.0,27523
5121,EGY,1962,1712.0,28173
5122,EGY,1963,1785.0,28821
5123,EGY,1964,1859.0,29533
5124,EGY,1965,1934.0,30265
5125,EGY,1966,1900.0,30986
5126,EGY,1967,1835.0,31681
5127,EGY,1968,1827.0,32338
5128,EGY,1969,1914.0,32966
5129,EGY,1970,1999.0,33574
5130,EGY,1971,2045.0,34184
5131,EGY,1972,2047.0,34807
5132,EGY,1973,2063.0,35480
5133,EGY,1974,2099.0,36216
5134,EGY,1975,2265.0,36952
5135,EGY,1976,2560.0,37737
5136,EGY,1977,2817.0,38784
5137,EGY,1978,2939.0,40020
5138,EGY,1979,3076.0,41258
5139,EGY,1980,3298.0,42634
5140,EGY,1981,3309.0,44196
5141,EGY,1982,3543.0,45682
5142,EGY,1983,3701.0,47093
5143,EGY,1984,3810.0,48550
5144,EGY,1985,3939.0,50052
5145,EGY,1986,3921.0,51593
5146,EGY,1987,3929.0,52794
5147,EGY,1988,4001.0,54015
5148,EGY,1989,4030.0,55252
5149,EGY,1990,4022.0,56683
5150,EGY,1991,4180.0,57731
5151,EGY,1992,4339.0,58583
5152,EGY,1993,4543.0,59434
5153,EGY,1994,4747.0,60299
5154,EGY,1995,5001.0,61183
5155,EGY,1996,5293.0,62094
5156,EGY,1997,5595.0,63360
5157,EGY,1998,5885.0,64653
5158,EGY,1999,6211.0,65976
5159,EGY,2000,6594.0,67330
5160,EGY,2001,6915.0,68715
5161,EGY,2002,7143.0,70168
5162,EGY,2003,7366.0,71678
5163,EGY,2004,7662.0,73195
5164,EGY,2005,8022.0,74714
5165,EGY,2006,8510.0,76275
5166,EGY,2007,9131.0,77927
5167,EGY,2008,9698.0,79677
5168,EGY,2009,10159.0,81528
5169,EGY,2010,10719.0,83503
5170,EGY,2011,10737.0,85619
5171,EGY,2012,10767.0,87840
5172,EGY,2013,10775.0,90123
5173,EGY,2014,11016.0,92466
5174,EGY,2015,11159.0,94869
5175,EGY,2016,11351.0,97305
5176,EGY,2017,11620.0,99745
5177,EGY,2018,11957.0,102184
5178,ESP,1,886.0,3750
5179,ESP,1000,,4000
5180,ESP,1285,1501.0,0
5181,ESP,1295,1519.0,0
5182,ESP,1305,1501.0,0
5183,ESP,1315,1483.0,0
5184,ESP,1325,1430.0,0
5185,ESP,1335,1573.0,0
5186,ESP,1345,1608.0,0
5187,ESP,1355,1465.0,0
5188,ESP,1365,1412.0,0
5189,ESP,1375,1287.0,0
5190,ESP,1385,1305.0,0
5191,ESP,1395,1358.0,0
5192,ESP,1404,1376.0,0
5193,ESP,1415,1376.0,0
5194,ESP,1425,1376.0,0
5195,ESP,1435,1412.0,0
5196,ESP,1445,1358.0,0
5197,ESP,1455,1394.0,0
5198,ESP,1465,1340.0,0
5199,ESP,1475,1305.0,0
5200,ESP,1485,1376.0,0
5201,ESP,1495,1412.0,0
5202,ESP,1500,,6800
5203,ESP,1505,1394.0,0
5204,ESP,1515,1447.0,0
5205,ESP,1525,1394.0,0
5206,ESP,1535,1465.0,0
5207,ESP,1545,1430.0,0
5208,ESP,1555,1519.0,0
5209,ESP,1565,1483.0,0
5210,ESP,1575,1555.0,0
5211,ESP,1585,1537.0,0
5212,ESP,1595,1555.0,0
5213,ESP,1600,,8240
5214,ESP,1605,1465.0,0
5215,ESP,1615,1447.0,0
5216,ESP,1625,1394.0,0
5217,ESP,1635,1376.0,0
5218,ESP,1645,1287.0,0
5219,ESP,1655,1412.0,0
5220,ESP,1665,1251.0,0
5221,ESP,1675,1287.0,0
5222,ESP,1685,1340.0,0
5223,ESP,1695,1376.0,0
5224,ESP,1700,,8770
5225,ESP,1705,1376.0,0
5226,ESP,1715,1358.0,0
5227,ESP,1725,1430.0,0
5228,ESP,1735,1358.0,0
5229,ESP,1745,1376.0,0
5230,ESP,1755,1430.0,0
5231,ESP,1765,1412.0,0
5232,ESP,1775,1447.0,0
5233,ESP,1785,1447.0,0
5234,ESP,1795,1519.0,0
5235,ESP,1805,1501.0,0
5236,ESP,1815,1537.0,0
5237,ESP,1820,1600.0,12203
5238,ESP,1821,,12284
5239,ESP,1822,,12366
5240,ESP,1823,,12449
5241,ESP,1824,,12532
5242,ESP,1825,1698.0,12615
5243,ESP,1826,,12699
5244,ESP,1827,,12784
5245,ESP,1828,,12869
5246,ESP,1829,,12955
5247,ESP,1830,,13041
5248,ESP,1831,,13128
5249,ESP,1832,,13216
5250,ESP,1833,,13304
5251,ESP,1834,,13392
5252,ESP,1835,1680.0,13482
5253,ESP,1836,,13571
5254,ESP,1837,,13662
5255,ESP,1838,,13753
5256,ESP,1839,,13845
5257,ESP,1840,,13937
5258,ESP,1841,,14030
5259,ESP,1842,,14123
5260,ESP,1843,,14217
5261,ESP,1844,,14312
5262,ESP,1845,1733.0,14407
5263,ESP,1846,,14503
5264,ESP,1847,,14600
5265,ESP,1848,,14697
5266,ESP,1849,,14795
5267,ESP,1850,1706.0,14894
5268,ESP,1851,1720.0,14974
5269,ESP,1852,1785.0,15055
5270,ESP,1853,1785.0,15136
5271,ESP,1854,1804.0,15217
5272,ESP,1855,1892.0,15299
5273,ESP,1856,1800.0,15381
5274,ESP,1857,1742.0,15455
5275,ESP,1858,1774.0,15526
5276,ESP,1859,1862.0,15584
5277,ESP,1860,1930.0,15642
5278,ESP,1861,1932.0,15699
5279,ESP,1862,1932.0,15754
5280,ESP,1863,1959.0,15809
5281,ESP,1864,1946.0,15864
5282,ESP,1865,1865.0,15920
5283,ESP,1866,1977.0,15976
5284,ESP,1867,1946.0,16032
5285,ESP,1868,1701.0,16088
5286,ESP,1869,1760.0,16144
5287,ESP,1870,1809.0,16201
5288,ESP,1871,1948.0,16258
5289,ESP,1872,2246.0,16315
5290,ESP,1873,2428.0,16372
5291,ESP,1874,2216.0,16429
5292,ESP,1875,2276.0,16487
5293,ESP,1876,2346.0,16545
5294,ESP,1877,2601.0,16603
5295,ESP,1878,2495.0,16677
5296,ESP,1879,2316.0,16768
5297,ESP,1880,2520.0,16859
5298,ESP,1881,2538.0,16951
5299,ESP,1882,2547.0,17043
5300,ESP,1883,2582.0,17136
5301,ESP,1884,2590.0,17230
5302,ESP,1885,2493.0,17323
5303,ESP,1886,2436.0,17418
5304,ESP,1887,2381.0,17513
5305,ESP,1888,2475.0,17600
5306,ESP,1889,2469.0,17678
5307,ESP,1890,2463.0,17757
5308,ESP,1891,2509.0,17836
5309,ESP,1892,2719.0,17916
5310,ESP,1893,2603.0,17996
5311,ESP,1894,2633.0,18076
5312,ESP,1895,2589.0,18157
5313,ESP,1896,2330.0,18238
5314,ESP,1897,2469.0,18320
5315,ESP,1898,2628.0,18402
5316,ESP,1899,2636.0,18484
5317,ESP,1900,2676.0,18566
5318,ESP,1901,2885.0,18659
5319,ESP,1902,2740.0,18788
5320,ESP,1903,2713.0,18919
5321,ESP,1904,2660.0,19050
5322,ESP,1905,2622.0,19133
5323,ESP,1906,2775.0,19316
5324,ESP,1907,2828.0,19450
5325,ESP,1908,2917.0,19585
5326,ESP,1909,2978.0,19721
5327,ESP,1910,2823.0,19858
5328,ESP,1911,3027.0,19994
5329,ESP,1912,2915.0,20128
5330,ESP,1913,3067.0,20263
5331,ESP,1914,2962.0,20398
5332,ESP,1915,2973.0,20535
5333,ESP,1916,3076.0,20673
5334,ESP,1917,3014.0,20811
5335,ESP,1918,2979.0,20950
5336,ESP,1919,3024.0,21091
5337,ESP,1920,3244.0,21232
5338,ESP,1921,3322.0,21411
5339,ESP,1922,3427.0,21628
5340,ESP,1923,3433.0,21847
5341,ESP,1924,3518.0,22069
5342,ESP,1925,3725.0,22292
5343,ESP,1926,3650.0,22518
5344,ESP,1927,3959.0,22747
5345,ESP,1928,3907.0,22977
5346,ESP,1929,4173.0,23210
5347,ESP,1930,3923.0,23445
5348,ESP,1931,3787.0,23675
5349,ESP,1932,3856.0,23897
5350,ESP,1933,3690.0,24122
5351,ESP,1934,3783.0,24349
5352,ESP,1935,3806.0,24579
5353,ESP,1936,2876.0,24810
5354,ESP,1937,2654.0,25043
5355,ESP,1938,2636.0,25279
5356,ESP,1939,2885.0,25517
5357,ESP,1940,3170.0,25757
5358,ESP,1941,3191.0,25979
5359,ESP,1942,3394.0,26182
5360,ESP,1943,3551.0,26387
5361,ESP,1944,3676.0,26594
5362,ESP,1945,3357.0,26802
5363,ESP,1946,3473.0,27012
5364,ESP,1947,3513.0,27223
5365,ESP,1948,3478.0,27437
5366,ESP,1949,3435.0,27651
5367,ESP,1950,3464.0,28063
5368,ESP,1951,3790.0,28298
5369,ESP,1952,4105.0,28550
5370,ESP,1953,4066.0,28804
5371,ESP,1954,4328.0,29060
5372,ESP,1955,4442.0,29319
5373,ESP,1956,4769.0,29579
5374,ESP,1957,4900.0,29842
5375,ESP,1958,5176.0,30106
5376,ESP,1959,5085.0,30373
5377,ESP,1960,5037.0,30641
5378,ESP,1961,5587.0,30904
5379,ESP,1962,6083.0,31158
5380,ESP,1963,6639.0,31430
5381,ESP,1964,6945.0,31741
5382,ESP,1965,7420.0,32085
5383,ESP,1966,7881.0,32452
5384,ESP,1967,8215.0,32850
5385,ESP,1968,8606.0,33239
5386,ESP,1969,9307.0,33566
5387,ESP,1970,9511.0,33876
5388,ESP,1971,9894.0,34195
5389,ESP,1972,10796.0,34513
5390,ESP,1973,11638.0,34837
5391,ESP,1974,12388.0,35184
5392,ESP,1975,12621.0,35564
5393,ESP,1976,13053.0,35997
5394,ESP,1977,13342.0,36439
5395,ESP,1978,13573.0,36861
5396,ESP,1979,13681.0,37200
5397,ESP,1980,14008.0,37488
5398,ESP,1981,13895.0,37751
5399,ESP,1982,14045.0,37983
5400,ESP,1983,14237.0,38184
5401,ESP,1984,14308.0,38363
5402,ESP,1985,14690.0,38535
5403,ESP,1986,15237.0,38708
5404,ESP,1987,16268.0,38881
5405,ESP,1988,17272.0,39054
5406,ESP,1989,18359.0,39215
5407,ESP,1990,19215.0,39351
5408,ESP,1991,19958.0,39451
5409,ESP,1992,20329.0,39645
5410,ESP,1993,20057.0,39851
5411,ESP,1994,20674.0,40041
5412,ESP,1995,21522.0,40218
5413,ESP,1996,22185.0,40386
5414,ESP,1997,23114.0,40556
5415,ESP,1998,24285.0,40724
5416,ESP,1999,25550.0,40889
5417,ESP,2000,26995.0,41072
5418,ESP,2001,28154.0,41359
5419,ESP,2002,28753.0,41947
5420,ESP,2003,29372.0,42712
5421,ESP,2004,30088.0,43456
5422,ESP,2005,30886.0,44196
5423,ESP,2006,31907.0,44950
5424,ESP,2007,32735.0,45789
5425,ESP,2008,32844.0,46526
5426,ESP,2009,31670.0,46940
5427,ESP,2010,31786.0,47156
5428,ESP,2011,31600.0,47324
5429,ESP,2012,30699.0,47355
5430,ESP,2013,30280.0,47200
5431,ESP,2014,30819.0,47059
5432,ESP,2015,31847.0,47023
5433,ESP,2016,30110.0,47062
5434,ESP,2017,30908.0,47173
5435,ESP,2018,31497.0,47380
5436,EST,1855,1787.0,0
5437,EST,1950,,1096
5438,EST,1951,,1112
5439,EST,1952,,1130
5440,EST,1953,,1140
5441,EST,1954,,1148
5442,EST,1955,,1154
5443,EST,1956,,1163
5444,EST,1957,,1174
5445,EST,1958,,1185
5446,EST,1959,,1197
5447,EST,1960,,1211
5448,EST,1961,,1224
5449,EST,1962,,1239
5450,EST,1963,,1255
5451,EST,1964,,1272
5452,EST,1965,,1288
5453,EST,1966,,1300
5454,EST,1967,,1312
5455,EST,1968,,1324
5456,EST,1969,,1343
5457,EST,1970,,1363
5458,EST,1971,,1381
5459,EST,1972,,1397
5460,EST,1973,13799.0,1411
5461,EST,1974,,1422
5462,EST,1975,,1432
5463,EST,1976,,1442
5464,EST,1977,,1453
5465,EST,1978,,1464
5466,EST,1979,,1472
5467,EST,1980,15044.0,1482
5468,EST,1981,15478.0,1493
5469,EST,1982,15927.0,1504
5470,EST,1983,16361.0,1515
5471,EST,1984,16660.0,1526
5472,EST,1985,16541.0,1538
5473,EST,1986,16866.0,1550
5474,EST,1987,16898.0,1562
5475,EST,1988,17661.0,1569
5476,EST,1989,18779.0,1571
5477,EST,1990,17247.0,1569
5478,EST,1991,15351.0,1561
5479,EST,1992,13214.0,1533
5480,EST,1993,12207.0,1494
5481,EST,1994,12070.0,1463
5482,EST,1995,12881.0,1437
5483,EST,1996,13548.0,1416
5484,EST,1997,15075.0,1400
5485,EST,1998,15593.0,1386
5486,EST,1999,15335.0,1375
5487,EST,2000,16807.0,1365
5488,EST,2001,17697.0,1357
5489,EST,2002,18589.0,1348
5490,EST,2003,19772.0,1340
5491,EST,2004,20804.0,1332
5492,EST,2005,22519.0,1324
5493,EST,2006,24579.0,1316
5494,EST,2007,26178.0,1310
5495,EST,2008,24429.0,1307
5496,EST,2009,20538.0,1304
5497,EST,2010,20713.0,1301
5498,EST,2011,21997.0,1297
5499,EST,2012,23026.0,1293
5500,EST,2013,23436.0,1288
5501,EST,2014,24146.0,1285
5502,EST,2015,24493.0,1285
5503,EST,2016,24857.0,1286
5504,EST,2017,26254.0,1287
5505,EST,2018,27409.0,1292
5506,ETH,1,,500
5507,ETH,1000,,1000
5508,ETH,1500,,2000
5509,ETH,1600,,2250
5510,ETH,1700,,2500
5511,ETH,1820,,3154
5512,ETH,1950,622.0,20605
5513,ETH,1951,630.0,20944
5514,ETH,1952,636.0,21295
5515,ETH,1953,662.0,21660
5516,ETH,1954,650.0,22038
5517,ETH,1955,673.0,22431
5518,ETH,1956,682.0,22838
5519,ETH,1957,665.0,23261
5520,ETH,1958,674.0,23700
5521,ETH,1959,681.0,24153
5522,ETH,1960,701.0,24622
5523,ETH,1961,722.0,25105
5524,ETH,1962,736.0,25604
5525,ETH,1963,818.0,26121
5526,ETH,1964,840.0,26654
5527,ETH,1965,872.0,27204
5528,ETH,1966,888.0,27771
5529,ETH,1967,907.0,28344
5530,ETH,1968,902.0,28943
5531,ETH,1969,917.0,29574
5532,ETH,1970,948.0,30204
5533,ETH,1971,968.0,30853
5534,ETH,1972,995.0,31543
5535,ETH,1973,1004.0,32264
5536,ETH,1974,993.0,33022
5537,ETH,1975,972.0,33803
5538,ETH,1976,974.0,34659
5539,ETH,1977,977.0,35458
5540,ETH,1978,952.0,36054
5541,ETH,1979,999.0,36500
5542,ETH,1980,1033.0,36866
5543,ETH,1981,1009.0,38542
5544,ETH,1982,980.0,40290
5545,ETH,1983,999.0,41502
5546,ETH,1984,956.0,42507
5547,ETH,1985,880.0,43134
5548,ETH,1986,920.0,43917
5549,ETH,1987,980.0,45099
5550,ETH,1988,969.0,46482
5551,ETH,1989,956.0,47870
5552,ETH,1990,915.0,49214
5553,ETH,1991,811.0,51120
5554,ETH,1992,708.0,52875
5555,ETH,1993,699.0,54166
5556,ETH,1994,732.0,55636
5557,ETH,1995,744.0,57289
5558,ETH,1996,783.0,58915
5559,ETH,1997,815.0,60449
5560,ETH,1998,786.0,61981
5561,ETH,1999,762.0,63575
5562,ETH,2000,772.0,65213
5563,ETH,2001,784.0,66889
5564,ETH,2002,794.0,68649
5565,ETH,2003,765.0,70491
5566,ETH,2004,771.0,72389
5567,ETH,2005,829.0,74327
5568,ETH,2006,881.0,76326
5569,ETH,2007,936.0,78411
5570,ETH,2008,990.0,80564
5571,ETH,2009,1044.0,82787
5572,ETH,2010,1106.0,85096
5573,ETH,2011,1199.0,87530
5574,ETH,2012,1287.0,90066
5575,ETH,2013,1365.0,92632
5576,ETH,2014,1459.0,95337
5577,ETH,2015,1553.0,98115
5578,ETH,2016,1635.0,100859
5579,ETH,2017,1753.0,103655
5580,ETH,2018,1838.0,106468
5581,FIN,1,,20
5582,FIN,1000,,40
5583,FIN,1500,,300
5584,FIN,1600,1191.0,400
5585,FIN,1650,1246.0,0
5586,FIN,1700,1331.0,400
5587,FIN,1750,1486.0,0
5588,FIN,1800,1213.0,0
5589,FIN,1820,1313.0,1169
5590,FIN,1821,,1186
5591,FIN,1822,,1202
5592,FIN,1823,,1219
5593,FIN,1824,,1235
5594,FIN,1825,,1252
5595,FIN,1826,,1268
5596,FIN,1827,,1310
5597,FIN,1828,,1326
5598,FIN,1829,,1343
5599,FIN,1830,,1364
5600,FIN,1831,,1374
5601,FIN,1832,,1378
5602,FIN,1833,,1383
5603,FIN,1834,,1387
5604,FIN,1835,,1391
5605,FIN,1836,,1399
5606,FIN,1837,,1409
5607,FIN,1838,,1420
5608,FIN,1839,,1430
5609,FIN,1840,,1441
5610,FIN,1841,,1456
5611,FIN,1842,,1476
5612,FIN,1843,,1495
5613,FIN,1844,,1516
5614,FIN,1845,,1536
5615,FIN,1846,,1555
5616,FIN,1847,,1573
5617,FIN,1848,,1591
5618,FIN,1849,,1610
5619,FIN,1850,1519.0,1628
5620,FIN,1851,,1642
5621,FIN,1852,,1652
5622,FIN,1853,,1663
5623,FIN,1854,,1673
5624,FIN,1855,,1683
5625,FIN,1856,,1692
5626,FIN,1857,,1703
5627,FIN,1858,,1715
5628,FIN,1859,,1726
5629,FIN,1860,1522.0,1738
5630,FIN,1861,1527.0,1754
5631,FIN,1862,1428.0,1774
5632,FIN,1863,1527.0,1794
5633,FIN,1864,1545.0,1813
5634,FIN,1865,1516.0,1833
5635,FIN,1866,1527.0,1840
5636,FIN,1867,1412.0,1831
5637,FIN,1868,1599.0,1776
5638,FIN,1869,1755.0,1734
5639,FIN,1870,1817.0,1754
5640,FIN,1871,1796.0,1786
5641,FIN,1872,1825.0,1819
5642,FIN,1873,1902.0,1847
5643,FIN,1874,1919.0,1873
5644,FIN,1875,1930.0,1899
5645,FIN,1876,2007.0,1928
5646,FIN,1877,1930.0,1957
5647,FIN,1878,1870.0,1983
5648,FIN,1879,1860.0,2014
5649,FIN,1880,1841.0,2047
5650,FIN,1881,1769.0,2072
5651,FIN,1882,1918.0,2098
5652,FIN,1883,1961.0,2130
5653,FIN,1884,1943.0,2164
5654,FIN,1885,1962.0,2195
5655,FIN,1886,2034.0,2224
5656,FIN,1887,2034.0,2259
5657,FIN,1888,2075.0,2296
5658,FIN,1889,2115.0,2331
5659,FIN,1890,2201.0,2364
5660,FIN,1891,2152.0,2394
5661,FIN,1892,2040.0,2451
5662,FIN,1893,2138.0,2430
5663,FIN,1894,2230.0,2511
5664,FIN,1895,2378.0,2483
5665,FIN,1896,2503.0,2515
5666,FIN,1897,2589.0,2549
5667,FIN,1898,2659.0,2589
5668,FIN,1899,2562.0,2624
5669,FIN,1900,2659.0,2646
5670,FIN,1901,2608.0,2667
5671,FIN,1902,2536.0,2686
5672,FIN,1903,2687.0,2706
5673,FIN,1904,2759.0,2735
5674,FIN,1905,2777.0,2762
5675,FIN,1906,2860.0,2788
5676,FIN,1907,2923.0,2821
5677,FIN,1908,2915.0,2861
5678,FIN,1909,3003.0,2899
5679,FIN,1910,3038.0,2929
5680,FIN,1911,3091.0,2962
5681,FIN,1912,3223.0,2998
5682,FIN,1913,3365.0,3027
5683,FIN,1914,3190.0,3053
5684,FIN,1915,3000.0,3083
5685,FIN,1916,3017.0,3105
5686,FIN,1917,2520.0,3124
5687,FIN,1918,2184.0,3125
5688,FIN,1919,2643.0,3117
5689,FIN,1920,2942.0,3133
5690,FIN,1921,3003.0,3170
5691,FIN,1922,3280.0,3210
5692,FIN,1923,3486.0,3243
5693,FIN,1924,3545.0,3272
5694,FIN,1925,3711.0,3304
5695,FIN,1926,3813.0,3339
5696,FIN,1927,4076.0,3368
5697,FIN,1928,4315.0,3396
5698,FIN,1929,4331.0,3424
5699,FIN,1930,4250.0,3449
5700,FIN,1931,4114.0,3476
5701,FIN,1932,4065.0,3503
5702,FIN,1933,4307.0,3526
5703,FIN,1934,4763.0,3549
5704,FIN,1935,4930.0,3576
5705,FIN,1936,5227.0,3601
5706,FIN,1937,5485.0,3626
5707,FIN,1938,5721.0,3656
5708,FIN,1939,5432.0,3686
5709,FIN,1940,5133.0,3698
5710,FIN,1941,5295.0,3702
5711,FIN,1942,5303.0,3708
5712,FIN,1943,5893.0,3721
5713,FIN,1944,5874.0,3735
5714,FIN,1945,5499.0,3758
5715,FIN,1946,5871.0,3806
5716,FIN,1947,5925.0,3859
5717,FIN,1948,6307.0,3912
5718,FIN,1949,6604.0,3963
5719,FIN,1950,6779.0,4009
5720,FIN,1951,7286.0,4047
5721,FIN,1952,7450.0,4091
5722,FIN,1953,7415.0,4139
5723,FIN,1954,7973.0,4187
5724,FIN,1955,8284.0,4235
5725,FIN,1956,8440.0,4282
5726,FIN,1957,8751.0,4324
5727,FIN,1958,8725.0,4360
5728,FIN,1959,9172.0,4395
5729,FIN,1960,9931.0,4430
5730,FIN,1961,10613.0,4461
5731,FIN,1962,10869.0,4491
5732,FIN,1963,11148.0,4523
5733,FIN,1964,11647.0,4549
5734,FIN,1965,12226.0,4564
5735,FIN,1966,12471.0,4581
5736,FIN,1967,12667.0,4606
5737,FIN,1968,12900.0,4626
5738,FIN,1969,14151.0,4624
5739,FIN,1970,15266.0,4606
5740,FIN,1971,15565.0,4612
5741,FIN,1972,16654.0,4640
5742,FIN,1973,17669.0,4666
5743,FIN,1974,18109.0,4691
5744,FIN,1975,18237.0,4711
5745,FIN,1976,18104.0,4726
5746,FIN,1977,18100.0,4739
5747,FIN,1978,18425.0,4753
5748,FIN,1979,19657.0,4765
5749,FIN,1980,20640.0,4780
5750,FIN,1981,20935.0,4800
5751,FIN,1982,21495.0,4827
5752,FIN,1983,21944.0,4856
5753,FIN,1984,22486.0,4882
5754,FIN,1985,23148.0,4902
5755,FIN,1986,23621.0,4917
5756,FIN,1987,24519.0,4932
5757,FIN,1988,25644.0,4947
5758,FIN,1989,27012.0,4962
5759,FIN,1990,26884.0,4986
5760,FIN,1991,25175.0,5014
5761,FIN,1992,24220.0,5042
5762,FIN,1993,23944.0,5066
5763,FIN,1994,24798.0,5088
5764,FIN,1995,25762.0,5108
5765,FIN,1996,26637.0,5125
5766,FIN,1997,28240.0,5140
5767,FIN,1998,29715.0,5153
5768,FIN,1999,30987.0,5165
5769,FIN,2000,32690.0,5176
5770,FIN,2001,33482.0,5188
5771,FIN,2002,33987.0,5201
5772,FIN,2003,34607.0,5213
5773,FIN,2004,35889.0,5228
5774,FIN,2005,36787.0,5246
5775,FIN,2006,38161.0,5266
5776,FIN,2007,39999.0,5289
5777,FIN,2008,40130.0,5313
5778,FIN,2009,36663.0,5339
5779,FIN,2010,37615.0,5363
5780,FIN,2011,38432.0,5388
5781,FIN,2012,37704.0,5414
5782,FIN,2013,37246.0,5439
5783,FIN,2014,36858.0,5462
5784,FIN,2015,36836.0,5480
5785,FIN,2016,37239.0,5495
5786,FIN,2017,38367.0,5508
5787,FIN,2018,38897.0,5516
5788,FRA,1,956.0,5000
5789,FRA,1000,,6500
5790,FRA,1280,1321.0,0
5791,FRA,1281,1288.0,0
5792,FRA,1282,1253.0,0
5793,FRA,1283,1237.0,0
5794,FRA,1284,1219.0,0
5795,FRA,1285,1253.0,0
5796,FRA,1286,1253.0,0
5797,FRA,1287,1270.0,0
5798,FRA,1288,1304.0,0
5799,FRA,1289,1321.0,0
5800,FRA,1290,1321.0,0
5801,FRA,1291,1321.0,0
5802,FRA,1292,1339.0,0
5803,FRA,1293,1355.0,0
5804,FRA,1294,1270.0,0
5805,FRA,1295,1219.0,0
5806,FRA,1296,1253.0,0
5807,FRA,1297,1288.0,0
5808,FRA,1298,1339.0,0
5809,FRA,1299,1388.0,0
5810,FRA,1300,1423.0,0
5811,FRA,1301,1457.0,0
5812,FRA,1302,1508.0,0
5813,FRA,1303,1541.0,0
5814,FRA,1304,1559.0,0
5815,FRA,1305,1610.0,0
5816,FRA,1306,1710.0,0
5817,FRA,1307,1745.0,0
5818,FRA,1308,1779.0,0
5819,FRA,1309,1795.0,0
5820,FRA,1310,1812.0,0
5821,FRA,1311,1795.0,0
5822,FRA,1312,1830.0,0
5823,FRA,1313,1761.0,0
5824,FRA,1314,1745.0,0
5825,FRA,1315,1694.0,0
5826,FRA,1316,1677.0,0
5827,FRA,1317,1694.0,0
5828,FRA,1318,1710.0,0
5829,FRA,1319,1710.0,0
5830,FRA,1320,1610.0,0
5831,FRA,1321,1610.0,0
5832,FRA,1322,1610.0,0
5833,FRA,1323,1643.0,0
5834,FRA,1324,1659.0,0
5835,FRA,1325,1728.0,0
5836,FRA,1326,1728.0,0
5837,FRA,1327,1694.0,0
5838,FRA,1328,1677.0,0
5839,FRA,1329,1643.0,0
5840,FRA,1330,1610.0,0
5841,FRA,1331,1575.0,0
5842,FRA,1332,1575.0,0
5843,FRA,1333,1592.0,0
